936478718	Can you see this ? #tweetdebate	V O V D , #	neutral
936479026	McCain +1 for plugging Kennedy #tweetdebate	^ $ P V ^ #	positive
936479031	#tweetdebate McCain starts awkwardly	# ^ V R	negative
936479038	-1 McCain for stalling with faux sympathy #tweetdebate	$ ^ P V P A N #	negative
936479048	+1 to Obama for trashing of the trickle down #tweetdebate	$ P ^ P V P D N P #	positive
936479425	@andrewa121 I only get OTA HD with my EyeTV 500 .	@ O R V ^ ^ P D ^ $ ,	negative
936479563	McCain +1 Kennedy comment #tweetdebate	^ ^ ^ V #	positive
936480186	#tweetdebate	#	neutral
936480648	McCain is talking about bipartisan negotiation ? Uh ... no ... -1 pt . #tweetdebate #current	^ V V P A N , G , ! , $ N , # #	negative
936480659	@current McCain looks so tired !! wayyyy past his bedtime #current	@ ^ V R A , R A D N #	negative
936480927	@kgs @CSPAN -2 :)	@ @ $ E	neutral
936481031	Obama +1 for bullet pointing his bailout policy clearly #tweetdebate	^ $ P N V D N N R #	positive
936481044	Obama +2 for specifics #tweetdebate	^ $ P N #	positive
936481104	" dear john , they were sitting down till you came and stirred up a hornets ' nest . pulease -4 #tweetdebate "	, N ^ , O V V T P O V & V T D N , N , V $ # ,	negative
936481174	@andrewa121 He looks and sounds pretty tired .	@ O V & V R A ,	negative
936481537	+1 Obama #tweetdebate	$ ^ #	positive
936481635	@current Or its the beginning of the end of the beginning of the end .. Sheesh .	@ & L D N P D N P D N P D N , ! ,	negative
936481733	McCain -2 for a totally muddled answer on what the republicans are doing #tweetdebate	^ $ P D R V N P O D N V V #	negative
936481835	+1 for mcCain #tweetdebate	$ P ^ #	positive
936481887	1st impressions : Obama has come across as more presidential and articulate . #tweetdebate	A N , ^ V V P R R A & A , #	positive
936482365	McCain : this is the end of the beginning . huh ? #tweetdebate	^ , O V D N P D N , ! , #	negative
936482757	McCain -2 gving credit to house republicans #tweetdebate	^ $ V N P N N #	negative
936482787	" +Obama for giving a clear concise answer to the first question #tweetdebate "	, ^ P V D A A N P D A N # ,	positive
936482834	-1 McCain all over the place in his answer #tweetdebate	$ ^ D P D N P D N #	negative
936482875	+1 for Lehrer for calling them both back on track re : recovery plan #tweetdebate	$ P ^ P V D O R P N N , N N #	positive
936482946	" Nice , McLame divides ... Republicans uniquely came to fix it . Um , ok . #tweetdebate "	, A , ^ V , N R V P V O , ! , ! , # ,	negative
936482963	" if ur oldest candidate in history , why start with "" i'm not feeling great "" .. makes u thing "" you're not looking great either #tweetdebate "	, P D A N P N , R V P , L R V A , , V O N , L R V A & # ,	negative
936483187	" McCain : "" It's not the beginning of the end of this crisis ... it's the end of the beginning "" . What ?!?! -1 pt . #tweetdebate #current "	, ^ , , L R D N P D N P D N , L D N P D N , , O , $ N , # # ,	neutral
936483241	@jowyang #tweetdebate +1 for Obama too for clear objectives but both are still not that clear where they stand .	@ # $ P ^ R P A N & O V R R O A R O V ,	positive
936483291	A silent audience is odd . Wonder how it is for McCain & Obama ? #tweetdebate	D A N V A , V R O V P ^ & ^ , #	neutral
936483373	Obama -1 for answering a different question #tweetdebate	^ $ P V D A N #	negative
936483464	I <3 lehrer #tweetdebate great move of repeating question	O E ^ # A N P V N	positive
936484325	McCain -1 for bringing in Kennedy for emotional effect #tweetdebate	^ $ P V P ^ P A N #	negative
936484477	#tweetdebate greed is how we got into this situation in the first place	# N V R O V P D N P D A N	negative
936484496	" +1 for Jim Lehrer for being a great moderator , everyone drink ! #tweetdebate "	, $ P ^ ^ P V D A N , N V , # ,	positive
936484625	@current why isn't my stuff showing up on tv ?! #current	@ R V D N V T P N , #	neutral
936484709	Kennedy is in hospital brought up by McCain #current #tweetdebate	^ V P N V T P ^ # #	neutral
936485053	Just started watching the debate . Got home a few mins late . Got to get #current and then #tweetdebate	R V V D N , V N D A N A , V P V A & R #	neutral
936485499	Now Trending : #tweetdebate http://tinyurl.com/4h7xsp	R V , # U	neutral
936485730	" McCain -2 "" Are you gonna vote for the plan ? "" - "" I hope so "" whatte fuck ?! #tweetdebate "	, ^ $ , V O V V P D N , , , , O V R , O V , # ,	negative
936486069	McCain -1 for failing to meaningfully answer the question on economy #tweetdebate	^ $ P V P R V D N P N #	negative
936486111	+2 for Obama making eye contact with the camera #tweetdebate	$ P ^ V N V P D N #	positive
936487064	McCain -1 improper analogy #tweetdebate	^ $ A N #	negative
936487130	Obama +1 for equating Republicans with anti-regulation #tweetdebate	^ $ P V N P N #	positive
936487524	Obama -1 for not understanding economic regulation in America . #tweetdebate	^ $ P R V A N P ^ , #	negative
936487555	Web analyst @jowyang post on how to be an armchair political analyst http://tinyurl.com/3jdy67 #tweetdebate	^ N @ N P R P V D N A N U #	neutral
936488307	Obama +1 pt : We need more responsibility but not just during a crisis . #tweetdebate	^ $ N , O V A N & R R P D N , #	positive
936488439	" @downsokc if you remember , also include #current http://current.com/ "	, @ P O V , R V # U ,	neutral
936488526	#tweetdebate 21st century framework- I like that and it resonates with me as a future minded strategist & leader @barrackobama	# A N N O V O & O V P O P D A A N & N @	positive
936488896	@current is the live stream on http://tinyurl.com/64edyb working ?	@ V D A N P U V ,	neutral
936489621	@kellyrfeller Looks like @jowyang is using #tweetdebate for the hashtag .	@ V P @ V V ^ P D N ,	neutral
936489753	" #tweetdebate -1 McCain "" we saw these problems coming "" I thought the economy was fundamentally sound "	, # $ ^ , O V D N V , O V D N V R V ,	negative
936489889	mccain +1 for having a sense of humor ( he heard him ) #tweetdebate	^ $ P V D N P N , O V O , #	positive
936490257	Already tired of the Wall Street v Main Street analogies . #tweetdebate	R A P D ^ ^ ^ ^ ^ N , #	negative
936490363	how annoying are these animations on #Current TV .. reverting to old fashion MSNBC .. #tweetdebate	R A V D N P ^ ^ , V P A N N , #	negative
936490573	Obama +3 for wanting responsibility all the time #tweetdebate	^ $ P V N X D N #	positive
936490584	" Obama : +2 for saying "" we need responsibility all the time , not just during a crisis "" #tweetdebate "	, ^ , $ P V , O V N X D N , R R P D N , # ,	positive
936490983	" @current #current How can you say "" I hope so "" when you are asked the question of voting for something ? You should know what yer view is ! "	, @ # R V O V , O V R , R O V V D N P V P N , O V V O D N V , ,	negative
936491401	Obama +1 for calling Mccain out on his history against oversight #tweetdebate	^ $ P V ^ T P D N P N #	positive
936491702	""" John , ten days ago you said the fundamentals of the economy were strong "" Hilarious #tweetdebate #current "	, ^ , $ N R O V D N P D N V A , A # # ,	negative
936491945	McCain -1 for wearing a tie that makes my eyes sore . #tweetdebate	^ $ P V D N P V D N A , #	negative
936492182	@nohype good point !	@ A N ,	positive
936492186	Lehrer cannot get them into a conversational groove . What is that going to take ? #current #tweetdebate #debate08	^ V V O P D A N , O V O V P V , # # #	neutral
936492695	McCain -1 for a total non-answer #tweetdebate	^ $ P D A A #	negative
936493022	" -1 McCain Contrary statements regarding the state of the economy #tweetdebate "	, $ ^ A N V D N P D N # ,	negative
936493024	Funny if they looked at each other I think the talking points would disappear and they might even be constructive #tweetdebate	A P O V P D A O V D N N V V & O V R V A #	negative
936493163	" @starweaver sorry , what question did you ask me ? "	, @ A , O N V O V O , ,	neutral
936493385	+3 McCain for looking Presidential #tweetdebate	$ ^ P V A #	positive
936493427	" Really tired of hearing the word "" mainstreet "" in the debate #tweetdebate "	, R A P V D N , N , P D N # ,	negative
936493600	Obama +1 for holding McCain accountable for his recent record #tweetdebate	^ $ P V ^ A P D A N #	positive
936493682	@esonnenberg I agree that it's odd that McCain & Obama seem to have a hard time directly addressing each other #tweetdebate	@ O V P L A P ^ & ^ V P V D A N R V D A #	neutral
936493694	" Fundamentally , if McCain fundamentally uses "" fundamental "" one more time , I'm gonna go nuts . #tweetdebate "	, R , P ^ R V , A , $ A N , L V V A , # ,	negative
936493874	McCain -2 Wrong Germany is the biggest exporter . Get your facts together ! #tweetdebate	^ $ A ^ V D A N , V D N R , #	negative
936494071	" #tweetdebate and when , just when are the questions going to be answered instead of campaigning talk ? "	, # & R , R R V D N V P V V R P V V , ,	negative
936494362	" #tweetdebate -1 Mccain for not answering the question and saying "" the wall street "" between the eyeblinking +hesitation he looks weird "	, # $ ^ P R V D N & V , D N N , P D N N O V A ,	negative
936494368	+1 pt for McCain for his first direct answer #tweetdebate	$ N P ^ P D A A N #	positive
936494889	" McCain +1 quotable "" I have a fundamental belief in the strength of the American worker . "" #tweetdebate "	, ^ $ A , O V D A N P D N P D ^ N , , # ,	positive
936495333	@andrewkgay Too bad . Now you have to have a drink every time you hear #mainstreet or #wallstreet . #tweetdebate	@ R A , R O V P V D N D N O V N & N , #	neutral
936495826	McCain is not answering the questions #tweetdebate	^ V R V D N #	negative
936495855	McCain likes the bears in Montana joke too much #tweetdebate #current	^ V D N P ^ N R A # #	negative
936495925	-1 McCain should not joke about bear DNA #tweetdebate	$ ^ V R V P N N #	negative
936495994	-1 mccain I love bears in montana #tweetdebate	$ N O V ^ P ^ #	negative
936496070	mccain -1 answer the question ! #tweetdebate	^ $ N D N , #	negative
936496087	-1 McCain flag waving pandering about American workers #tweetdebate	$ ^ N V V P ^ N #	negative
936496331	-2 McCain for stringing too many colloquialisms together and post-Reaganomics sensationalism #tweetdebate	$ ^ P V R A N R & N N #	negative
936496497	#tweetdebate question : what did McCain learn from his good friend Charles Keating during the S&L bailout ?	# N , O V ^ V P D A N ^ ^ P D N N ,	negative
936496625	#tweetdebate +1 for Obama for shooting straight to the root of the ideological issue . +1 for McCain for admitting the Republican failure .	# $ P ^ P V R P D N P D A N , $ P ^ P V D A N ,	positive
936497173	McCain -3 for personal attack #tweetdebate	^ $ P A N #	negative
936497675	" McCain +3 quotable - symptoms of this "" disease "" he calls it - resp . to runaway . spending #tweetdebate "	, ^ $ A , N P D , N , O V O , N , P ^ , V # ,	positive
936497930	Mccain +1 for directly differentiating his fiscal policy against Obama ( cut spending ) #tweetdebate	^ $ P R V D A N P ^ , V V , #	positive
936498031	@current didn't ask one . Responded to yours . No worries .	@ V V $ , V P O , D N ,	neutral
936498034	@andrewa121 We needed some Ron Paul crazy in this #debate .	@ O V D ^ ^ A P D N ,	neutral
936498228	True or false $932M dollars . #tweetdebate #current	A & A $ N , # #	neutral
936498255	mccain -1 for bringing up stupid bear study AGAIN #tweetdebate	^ $ P V T A N N R #	negative
936498451	#tweetdebate generic debate so far . They won't even look at each other .	# A N R R , O V R V P D A ,	negative
936498987	+1 Obama for calling out the $$ in tax cuts vs $$ in earmarks #tweetdebate	$ ^ P V P D N P N N P N P N #	positive
936499750	Obama +2 for putting earmarks in perspective #tweetdebate	^ $ P V N P N #	positive
936499974	@current #current +1 Obama for bringing up corporate tax cuts at the expense of the middle class . Growing from the bottom up . I like it .	@ # ~ ^ P V T A N N P D N P D N N , V P D N T , O V O ,	positive
936500191	Obama +1 for tax comment #tweetdebate	^ $ P N N #	positive
936500387	McCain +1 for blowing the whistle on pork barrel spending #tweetdebate	^ $ P V D N P N N V #	positive
936500418	Obama +2 300 billion dollars wow Tax cut for ordianry American #tweetdebate	^ $ $ $ N ! N N P A N #	positive
936500866	Grow the economy from the bottom up . +3 to Obama for a nice sound bite . #tweetdebate	V D N P D N T , $ P ^ P D A N N , #	positive
936500897	#tweetdebate -1 for McCain for repeating a lot of his talking points * verbatim * he already used since the Republican convention .	# $ P ^ P V D N P D N N , ^ , O R V P D A N ,	positive
936501351	" so far , the debate reminds me of a school yard scolding #tweetdebate "	, R R , D N V O P D N N V # ,	negative
936501496	is wondering how long twitter will stay up during the debate ;) #tweetdebate	V V R A ^ V V T P D N E #	neutral
936501672	computer for their kid ? maybe the parents don't have one . #tweetdebate	N P D N , R D N V V $ , #	negative
936501791	Mccain +2 for successful counter to Obama #tweetdebate	^ $ P A N P ^ #	positive
936501953	mccain +2 when obama suspended spending #tweetdebate	^ $ R ^ V V #	positive
936502132	@pamelawella is that what makes him look like that ? have always wondered .. :) #tweetdebate	@ V O O V O V P O , V R V , E #	negative
936502168	@current is the live stream working ?	@ V D A N V ,	neutral
936502582	@jowyang Keeping score on paper . Keep missing what they say when I tweet too much . #tweetdebate	@ V N P N , V V O O V R O V R A , #	neutral
936502843	Earmark spending has tripled over the last 5 years . Hasn't it been a Republican Administration for the last 7 ? #obamashot #tweetdebate	V V V V P D A $ N , V O V D A N P D A $ , # #	negative
936503059	" it's like you can see Obama trying to remember all the "" talking points "" and get his slogans out there #tweetdebate "	, L P O V V ^ V P V X D , V N , & V D N P R # ,	negative
936503722	McCain : I don't mean to go back and forth ??? I thought this was a debate . #tweetdebate	^ , O V V P V R & R , O V O V D N , #	negative
936503772	#tweetdebate McCain and Obama could you please talk directly to each other ?! let's get it on !	# ^ & ^ V O V V R P D A , L V O P ,	neutral
936503969	" Mccain +1 "" I want to cut spending and taxes "" #tweetdebate "	, ^ $ , O V P V V & N , # ,	positive
936504075	" -1 McCain #tweetdebate "" I didn't win Miss Congeniality "" but his VP did ! "	, $ ^ # , O V V ^ N , & D ^ V , ,	negative
936504189	McCain -3 personal attack & -2 does he have evidence for this accusations to Obama #tweetdebate	^ $ A N & $ V O V N P D N P ^ #	negative
936504225	" +1 Obama for giving specific data and clearly identifying is plan #tweetdebate "	, $ ^ P V A N & R V V N # ,	positive
936504345	" Facebook Blunt Jackson McCain -3 for ongoing personal attacks , irrelevant #tweetdebate . http://tinyurl.com/4fe6hh "	, ^ ^ ^ ^ $ P A A N , A # , U ,	negative
936504394	Obama on the defensive . #tweetdebate	^ P D N , #	negative
936504405	#current #tweetdebate #mccainshot Stop interrupting Obama McCain was just about to say my friends	# # # V V ^ ^ V R P P V D N	negative
936504460	Mccain : the sherrif ? uh ? #tweetdebate #current	^ , D N , ! , # #	negative
936504461	+2 pts for Obama for pouncing back on McCain #tweetdebate	$ N P ^ P V R P ^ #	positive
936504484	+10 Obama for calling out the tax breaks given for outsourcing !!! #tweetdebate	$ ^ P V P D N V V P N , #	positive
936504555	Jim Lehrer is having trouble getting them actually debating ... fire up guys ! #tweetdebate #debate08	^ ^ V V N V O R V , V T N , # #	negative
936504645	McCain -1 for failing to address the keystone tax cut issue #tweetdebate	^ $ P V P V D ^ N N N #	negative
936504872	" the sheriff , heh heh #tweetdebate "	, D N , ! ! # ,	neutral
936505458	@current #current THe candidates are starting to interact more with each other . This is good .	@ # D N V V P V R P D A , O V A ,	positive
936505751	McCain's laugh sounds like Bush's!! SCARYY !! #tweetdebate	S V V P Z A , #	negative
936505804	#tweetdebate they won't even make eye contact . no one is responding directly	# O V R V N N , D N V V R	negative
936505931	" McCain seems to start every sentence with "" the point is that .... "" #tweetdebate #current "	, ^ V P V D N P , D N V O , , # # ,	negative
936506367	#tweetdebate +2 for Obama re middle class income decline	# $ P ^ N N N N N	positive
936506398	" #tweetdebate Weird that McPain brings up all the Repub bilksters in jail . He wants to separate himself , but doesn't seem like good strategy ! "	, # A P ^ V T D D ^ ^ P N , O V P V O , & V V P A N , ,	negative
936506409	Obama +2 for telling McCain what's up . #tweetdebate	^ $ P V ^ L T , #	positive
936506709	+1 obama for saying removing earmarks not only way to get back on track #tweetdebate	$ ^ P V V N R R R P V T P N #	positive
936506977	McCain cant even look at him .. he must have gas ! #tweetdebate	^ V R V P O , O V V N , #	negative
936507263	#tweetdebate	#	neutral
936507300	@MaryTrigiani Hilarious line ... would have been better if Palin didn't ... #tweetdebate	@ A N , V V V A P ^ V , #	negative
936507310	Obama +2 for tackling headon the McCain lie about raising taxes #tweetdebate	^ $ P V V D ^ V P V N #	positive
936507477	Agreed we can't afford another four #tweetdebate	V O V V D N #	positive
936507741	#tweetdebate oops ... should have been +2 Obama clarifies McCain's fuzzy m	# ! , V V V $ ^ V Z A N	positive
936507871	" I really would like to see Obama & McCain actually engage each other , rather than just talking to the camera #current #tweetdebate "	, O R V V P V ^ & ^ R V D A , R P R V P D N # # ,	negative
936508054	#tweetdebate -1 Obama for not answering earmark claim by McCain	# $ ^ P R V N N P ^	negative
936508078	+1 McCain for further explaining the tax plan that Obama is harping on . #tweetdebate	$ ^ P A V D N N P ^ V V P , #	positive
936508228	@nohype yes is polar bear DNA more important than black bear DNA ? too true ! ;)	@ ! V A N N R A P A N N , R A , E	neutral
936508498	#tweetdebate McPain : we're exporting jobs ' cause of hi biz taxes . NOT because of cheap labor ? Oh geez ...	# ^ , L V N , N P D N N , R P P A N , ! ! ,	negative
936508612	Obama +1 for laying out his own plan accurately and rebutting earmarks #tweetdebate	^ $ P V P D A N R & V N #	positive
936508719	" Face it Obama is going to win regardless of debates , He has the youth voters on his side . #current #tweetdebate "	, N O ^ V V P V R P N , O V D N N P D N , # # ,	positive
936509316	" HOT : earmarks http://buzztter.com/en/k/earmarks and mccain is , #tweetdebate "	, A , N U & ^ V , # ,	neutral
936509571	who is in charge of the reaction audience chart ?? #tweetdebate #current	O V P N P D N N N , # #	neutral
936509631	McCain really believes earmarks got us into this mess and tax cuts will get us out of it ? #tweetdebate	^ R V N V O P D N & N N V V O P P O , #	negative
936509810	McCain - have you tried buying health insurance for $5000 a year ? #tweetdebate	^ , V O V V N N P $ D N , #	negative
936509870	" #tweetdebate looks like McCain can't make eye contact with Obama and respond directly to him . dang ! there goes "" my friends "" again . "	, # V P ^ V V N V P ^ & V R P O , ! , R V , D N , R , ,	negative
936509906	@current #current How can you give all those tax breaks and expect the economy to not go futher into the hole ?	@ # R V O V D D N N & V D N P R V R P D N ,	negative
936509924	McCain wants us to read his lips #tweetdebate	^ V O P V D N #	negative
936509930	@davidweiner You're playing that game ? I'm drinking everytime I hear #economy .	@ L V D N , L V R O V N ,	negative
936509958	" McCain -1 avoiding the question ? wait , waht was the question exactly .. #tweetdebate "	, ^ $ V D N , V , O V D N R , # ,	negative
936510098	McCain -1 for failing ( again ) to heed the moderator's instructions #tweetdebate	^ $ P V , R , P V D S N #	negative
936510364	@pmbaird He said it was an old pen ... it was a black sharpie ... ok . #tweetdebate	@ O V O V D A N , O V D A N , ! , #	neutral
936510612	" #tweetdebate Sen O doesn't know what "" rich "" is . How many houses does McPain have again ? "	, # ^ ^ V V O , A , V , R A N V ^ V R , ,	positive
936510788	Sen McCain would be a very popular President - $5000 tax refund per family ! #tweetdebate	^ ^ V V D R A N , $ N N P N , #	positive
936510964	" Mccain +2 for McCain's sticking $932 MILLION to Obama , putting him on the defense , while explaining his tax policy . #tweetdebate #current "	, ^ $ P Z V $ $ P ^ , V O P D N , P V D N N , # # ,	positive
936511016	" Because I don't have an HDTV , McCain's moire-effect tie is giving me a skull-crushing headache #tweetdebate "	, P O V V D N , Z A N V V O D N N # ,	negative
936511049	" @current Ah yes , the pot and the kettle are debating who is to blame for the proverbial heat in the kitchen . #current "	, @ ! ! , D N & D N V V O V P V P D A N P D N , # ,	negative
936511288	Mccain -1 for looking down and grinning #tweetdebate	^ $ P V R & V #	negative
936511537	did someone say foreign policy ? #tweetdebate	V N V A N , #	neutral
936511636	Obama +1 for good response to tax / rich challenge #tweetdebate	^ $ P A N P N , A N #	positive
936511652	Obama +2 for successful response to the business tax issue #tweetdebate	^ $ P A N P D N N N #	positive
936511747	+2 Obama for not letting McCain off the hook re : tax cuts #tweetdebate	$ ^ P R V ^ P D N N , N N #	positive
936511947	Obama +3 for loop hole's . That's exactly how it is ! #tweetdebate	^ $ P N N , L R R O V , #	positive
936512032	-1 mccain for floating idea of $5k tax cuts #tweetdebate	$ ^ P V N P $ N N #	negative
936512119	+5 Obama for teling the truth about business taxes . You just want to add a tax benefit ON TOP of the loopholes #tweetdebate	$ ^ P V D N P N N , O R V P V D N N P N P D N #	positive
936512281	This Aussie live web stream of the #debate08 is a few seconds AHEAD of the U.S. Network coverage : http://www.sbs.com.au/ #tweetdebate	D ^ A N N P D ^ V D A N R P D ^ ^ N , U #	neutral
936512543	+1 Obama calling out taxation on health benefits #current #tweetdebate	$ ^ V T N P N N # #	positive
936512587	" Obama +2 better argument comp to Mccain , more comprehensive for me #Tweetdebate "	, ^ $ A N N P ^ , R A P O # ,	positive
936513186	#tweetdebate 95 percent of you will get a tax break . +5 for Obama's detail	# $ N P O V V D N N , $ P Z N	positive
936513239	" #tweetdebate PLEEZE people , can we elect someone this time around who is SMART and ARTICULATE ? F*ck having a beer with him/her ... "	, # V N , V O V N D N P O V A & A , N V D N P O , ,	negative
936513359	#tweetdebate -3 McCain untasty comment about Obama not knowing about household income and wealth	# $ ^ ^ V P ^ R V P N N & N	negative
936513363	-1 McCain for breaking the debate rules . #tweetdebate	$ ^ P V D N N , #	negative
936513714	they're both getting a little fired up . #Tweetdebate	L O V D A V T , #	positive
936513814	""" Festooned "" -- uh , drink ? #tweetdebate "	, V , , ! , N , # ,	neutral
936514134	" Mccain -3 personal attack and don't like the quote again "" walk the walk .. talk the talk stuff "" nope doesn't work for me #Tweetdebate "	, ^ $ A N & V V D N R , V D N , V D N N , ! V V P O # ,	negative
936514273	Obama +3 zing taxes on health care benefits #tweetdebate	^ $ N N P N N N #	positive
936514643	" +1 mccain for saying "" festooned "" #tweetdebate "	, $ ^ P V , V , # ,	positive
936514698	#tweetdebate McCain can only play one tune .	# ^ V R V $ N ,	negative
936514798	Health care costs and social spending sounds like chump change compared with Corporate Welfare . #current #tweetdebate #debate08	N N N & A V V P N V V P A N , # # #	negative
936515358	@davidweiner Did she win Miss Congeniality ?	@ V O V ^ ^ ,	neutral
936515442	McCain +1 for using concrete examples . #tweetdebate	^ $ P V A N , #	positive
936515529	McCain +3 liking his proposed tax system #tweetdebate	^ $ V D A N N #	positive
936515553	-3 McCain for taling in circles . I don't understand what he is saying . #tweetdebate	$ ^ P V P N , O V V O O V V , #	negative
936515597	" Current TV stuff is kind of neat , but will opt for the HD feed on CNN #tweetdebate Will DVR most of the last hour due to Sharks game "	, A N N V N P A , & V V P D N V P ^ # V V R P D A N P P ^ N ,	positive
936515629	" How long until McCain notes the amount of times Obama voted "" Present "" rather than Yea or Nay ? #tweetdebate "	, R A P ^ N D N P N ^ V , N , R P ! & ! , # ,	negative
936515700	It's not like you want to close the loopholes . #obama #tweetdebate	L R P O V P V D N , # #	neutral
936515745	Obama +1 for wanting to close corporate tax loopholes - not just cut taxes . #tweetdebate	^ $ P V P V A N N , R R V N , #	positive
936516081	-1 Obama for breaking the debate rules and walking over the moderator . #tweetdebate	$ ^ P V D N N & V P D N , #	negative
936516280	McCain -1 for hogging the mic . #tweetdebate	^ $ P V D N , #	negative
936516523	" #tweetdebate Obama right to focus on issues in deregulation , and McCain ignoring these issues "	, # ^ R P V P N P N , & ^ V D N ,	negative
936517059	+1 obama for mentioning $4b oil co tax cuts #tweetdebate	$ ^ P V $ N N N N #	positive
936517219	#tweetdebate Obama is insisting that McCain back up his claims with facts .	# ^ V V P ^ R P D N P N ,	positive
936517349	McCain -1 weird smirking/laughing #tweetdebate	^ $ A V #	negative
936517353	#tweetdebate Word of the night : FESTOONED . Luv that ! Use that all day tomorrow at PDX Wordcamp . No more CSS . We'll festoon our blogs . ;-)	# N P D N , V , V O , V P D N N P ^ ^ , R A ^ , L V D N , E	neutral
936517836	@current #current Obama is stuttering too much . Sounds like Porky Big	@ # ^ V V R A , V P ^ ^	negative
936518157	Have you looked at the #tweetdebate at the top of home screen ?	V O V P D N P D N P N N ,	neutral
936518439	Financial rescue ? More like financial bailout ! #tweetdebate	A N , A P A N , #	negative
936519138	@current is there a delay in the twittering to show up on screen ? #current	@ V X D N P D V P V T P N , #	neutral
936519668	#tweetdebate McPain is getting pwnd ahahah	# ^ V V V !	positive
